../Datasets/UltraSuite/core-uxtd/core/23F/001B.wav23F;0.0;2.0299999
../Datasets/UltraSuite/core-uxtd/core/23F/002B.wav23F;0.0;3.41
../Datasets/UltraSuite/core-uxtd/core/23F/003B.wav23F;0.0;2.7799999
../Datasets/UltraSuite/core-uxtd/core/23F/004B.wav23F;0.0;1.54
../Datasets/UltraSuite/core-uxtd/core/23F/004B.wav23F;2.12;3.11
../Datasets/UltraSuite/core-uxtd/core/23F/005B.wav23F;0.0;1.23
../Datasets/UltraSuite/core-uxtd/core/23F/005B.wav23F;2.07;2.9899999
../Datasets/UltraSuite/core-uxtd/core/23F/006B.wav23F;0.0;1.48
../Datasets/UltraSuite/core-uxtd/core/23F/006B.wav23F;1.8;2.64
../Datasets/UltraSuite/core-uxtd/core/23F/007B.wav23F;0.0;2.0299999
../Datasets/UltraSuite/core-uxtd/core/23F/007B.wav23F;2.5;3.42
../Datasets/UltraSuite/core-uxtd/core/23F/008B.wav23F;0.0;2.7
../Datasets/UltraSuite/core-uxtd/core/23F/008B.wav23F;2.99;3.8
../Datasets/UltraSuite/core-uxtd/core/23F/008B.wav23F;5.08;5.64
../Datasets/UltraSuite/core-uxtd/core/23F/009B.wav23F;0.0;1.69
../Datasets/UltraSuite/core-uxtd/core/23F/009B.wav23F;2.31;3.39
../Datasets/UltraSuite/core-uxtd/core/23F/010B.wav23F;0.0;3.33
../Datasets/UltraSuite/core-uxtd/core/23F/011B.wav23F;0.0;3.2199999
../Datasets/UltraSuite/core-uxtd/core/23F/011B.wav23F;4.79;5.36
../Datasets/UltraSuite/core-uxtd/core/23F/012B.wav23F;0.0;1.58
../Datasets/UltraSuite/core-uxtd/core/23F/012B.wav23F;2.22;3.25
../Datasets/UltraSuite/core-uxtd/core/23F/012B.wav23F;4.75;5.46
../Datasets/UltraSuite/core-uxtd/core/23F/013B.wav23F;0.0;0.95
../Datasets/UltraSuite/core-uxtd/core/23F/013B.wav23F;1.53;2.4699999
../Datasets/UltraSuite/core-uxtd/core/23F/014B.wav23F;0.0;1.76
../Datasets/UltraSuite/core-uxtd/core/23F/014B.wav23F;2.09;2.9
../Datasets/UltraSuite/core-uxtd/core/23F/014B.wav23F;4.35;4.96
../Datasets/UltraSuite/core-uxtd/core/23F/015B.wav23F;0.0;1.58
../Datasets/UltraSuite/core-uxtd/core/23F/015B.wav23F;2.24;3.16
../Datasets/UltraSuite/core-uxtd/core/23F/016A.wav23F;0.0;2.6799999
../Datasets/UltraSuite/core-uxtd/core/23F/016A.wav23F;3.13;3.78
../Datasets/UltraSuite/core-uxtd/core/23F/017B.wav23F;0.0;1.49
../Datasets/UltraSuite/core-uxtd/core/23F/017B.wav23F;2.36;2.88
../Datasets/UltraSuite/core-uxtd/core/23F/018A.wav23F;0.0;0.6799999
../Datasets/UltraSuite/core-uxtd/core/23F/019B.wav23F;2.95;3.51
../Datasets/UltraSuite/core-uxtd/core/23F/020A.wav23F;0.0;1.6399999
../Datasets/UltraSuite/core-uxtd/core/23F/020A.wav23F;1.97;2.5099999
../Datasets/UltraSuite/core-uxtd/core/23F/021A.wav23F;0.0;0.85
../Datasets/UltraSuite/core-uxtd/core/23F/021A.wav23F;2.48;3.05
../Datasets/UltraSuite/core-uxtd/core/23F/022A.wav23F;0.0;1.49
../Datasets/UltraSuite/core-uxtd/core/23F/023B.wav23F;0.0;3.33
../Datasets/UltraSuite/core-uxtd/core/23F/023B.wav23F;3.97;4.66
../Datasets/UltraSuite/core-uxtd/core/23F/023B.wav23F;4.99;5.85
../Datasets/UltraSuite/core-uxtd/core/23F/024B.wav23F;0.0;1.1099999
../Datasets/UltraSuite/core-uxtd/core/23F/024B.wav23F;1.71;2.36
../Datasets/UltraSuite/core-uxtd/core/23F/024B.wav23F;4.0599999;4.6
../Datasets/UltraSuite/core-uxtd/core/23F/025B.wav23F;0.0;1.66
../Datasets/UltraSuite/core-uxtd/core/23F/025B.wav23F;1.95;2.84
../Datasets/UltraSuite/core-uxtd/core/23F/025B.wav23F;3.11;3.79
../Datasets/UltraSuite/core-uxtd/core/23F/025B.wav23F;4.23;4.8099999
../Datasets/UltraSuite/core-uxtd/core/23F/028A.wav23F;0.0;1.86
../Datasets/UltraSuite/core-uxtd/core/23F/028A.wav23F;2.2;3.04
../Datasets/UltraSuite/core-uxtd/core/23F/028A.wav23F;3.53;5.22
../Datasets/UltraSuite/core-uxtd/core/23F/029A.wav23F;0.0;1.55
../Datasets/UltraSuite/core-uxtd/core/23F/029A.wav23F;2.12;2.7599999
../Datasets/UltraSuite/core-uxtd/core/23F/029A.wav23F;3.02;3.99
../Datasets/UltraSuite/core-uxtd/core/23F/029A.wav23F;4.16;6.0
../Datasets/UltraSuite/core-uxtd/core/23F/029A.wav23F;7.97;8.9599999
